Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,11.24141078,11.4403282,7.385772557,0.677136305,1.920992551,7.201748452,-3.200652884,4.496959717,1.774925693,-3.290720773,3.624008161,3.936343014,-6.408352116,-3.550250289,-7.18022073,-2.768680336,1.141801763,-0.373385822,1.642427906,1.063660259,-1.736486577,2.597595947,-9.926044717,-1.943562535,-4.3293695,-6.564958586,-2.708430476,1.240187714,2.264866051,3.517837501,1.061970296,3.101195832,1.926761007,2.082139088,-1.438124535,8.644496483,3.314947317,3.311651646,3.540565107,2.56166325,0.543638604,4.417731717,-2.376343783,3.030815333,1.041295574,-0.245972734,-1.169118172,-0.086682723,0.289241158,0.493422554,0.025105765,-7.201135578,0.294505426,-0.465780341,
Finland,FIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,6.847965181,2.284048567,2.557472364,4.654852826,4.952389127,1.989846976,1.617028866,1.845006207,9.656904148,5.211438142,2.227824609,7.096153516,6.377978811,2.697457779,1.354025294,0.042351174,-0.040505648,2.624625735,6.848494759,5.061714695,0.884671018,2.532004036,2.503843385,2.687519899,3.117925686,2.422429813,3.28147645,4.9117397,4.708443331,0.224909953,-6.398949439,-3.836533052,-1.141488063,3.515885274,3.819876288,3.327669342,6.018052758,5.17759148,4.137574737,5.553997853,2.37665487,1.460928622,1.76083857,3.690587797,2.428689227,3.628941348,4.852313276,0.315886377,-8.513028487,2.714966735,2.073396315,-1.865591174,-1.357215611,-0.776108383,0.21302942,2.516379895,2.950531373,1.00565417,1.113269092,-2.495122968,2.625228575,1.358296631,
Fiji,FJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.347881403,0.417942569,3.059947613,1.691201405,-5.562353305,-2.76723927,10.53906986,5.496110515,0.418664005,10.42103413,4.829486227,5.539658946,9.744922666,0.961114294,-1.129800287,0.844166098,3.662898326,-0.514143338,9.503694602,-4.003599736,3.747026275,-8.24747342,-6.26227859,5.804629051,-6.829445586,5.545023146,-8.114568151,-0.311128444,6.279852925,4.752617533,-3.245744198,5.826681399,1.827342671,4.886690479,2.313304635,4.235304707,-3.176574747,0.133232217,7.548052587,-2.772962329,0.931771647,2.159245426,0.009775585,4.280889849,-0.247123291,0.911330811,-1.692810583,0.347435415,-1.894980247,2.524049644,2.344910977,1.110328173,4.459729481,5.360487007,4.314345961,2.315025215,5.279080313,3.814949115,-0.523026018,-17.21626062,-5.311875243,19.35091462,
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.841054942,5.682369056,5.109071906,5.461453726,3.693884357,4.123016935,3.843523884,3.498134982,6.157587868,5.1825942,4.386264777,3.612610471,5.511059109,3.594862926,-1.513909969,3.871731044,2.976910303,3.474345198,3.044319963,1.027040784,0.487729694,1.910798717,0.701053709,1.003146865,1.095538994,1.804584425,2.017921418,4.188665194,3.813472206,2.430246965,0.163146328,1.094598035,-1.059437335,1.976392275,1.736101244,1.05172456,1.972119245,3.205153055,2.88869862,3.212384848,1.24252729,0.401189129,0.109402979,2.076624908,0.903680387,1.741085258,1.795236367,-0.302483826,-3.370397283,1.448245262,1.700610402,-0.171161336,0.058149505,0.484564448,0.754024352,0.829056665,1.994998447,1.500539123,1.495898988,-7.791008509,6.131761316,2.142731649,
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.338570643,-0.537917463,3.759634601,7.003385079,5.796209844,5.330455675,0.250331565,0.067786059,2.009917292,1.269862914,2.923660836,-3.300214242,4.807751723,4.999439241,
"Micronesia, Fed. Sts.",FSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.46852594,0.236379022,1.591235796,1.839769135,5.476197905,1.515292839,4.941209335,-3.10605342,5.575034548,-3.581754614,-6.355096631,2.598481043,1.253558695,4.674366384,1.949482805,0.507494245,1.742000006,-2.760965842,2.49992422,0.497798984,-1.146998814,-1.66513661,1.876592316,2.525522138,2.902596056,-2.179628787,-4.014111423,-2.677648939,4.203251189,0.47519262,2.212616951,-0.23913578,0.766026842,-3.398278979,-2.911980117,-1.723806929,
Gabon,GAB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,13.4433303,6.136123756,4.730304286,3.152595391,6.808851653,2.963555929,2.512575329,0.86915616,6.046146159,6.392896183,7.998012165,9.083354626,7.927926286,36.55643933,16.59946294,32.56374575,-14.62887969,-25.88405123,-2.009700784,-0.033208722,2.385472134,-5.635613422,2.807161054,4.629801941,-4.963116136,-3.491908802,-19.40512301,9.759055928,5.589705182,2.354481953,3.279285614,-5.654397103,1.220151969,1.036412289,2.321067901,1.04595294,3.120912474,0.909687405,-11.20291442,-4.362686955,-0.495554569,-2.859056185,-0.475164875,-2.061050467,-0.227534414,-5.664485439,2.776783314,-6.342412083,-3.113239988,3.487294146,3.382360848,1.571854945,2.000039245,0.887273108,0.721232639,-0.731650626,-2.062816754,-1.544872184,1.56821092,-3.969558634,-0.581012124,0.848454147,
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.899261982,0.248518863,4.09246874,4.849644927,1.488048483,1.014665361,2.234412369,4.929076844,1.501172983,3.893811079,3.073314319,3.968556098,6.318244948,-2.545877078,-1.466335247,2.935589091,2.49143786,4.198675431,3.655965743,-2.148387296,-0.822285301,2.031455705,4.186321287,2.107380189,3.911319128,2.911710341,5.168872131,5.49788059,2.310928818,0.43308115,-1.4084858,0.129932998,2.244410634,3.581967504,2.26078363,2.321153895,4.655038715,3.113353056,2.723119634,3.946660415,2.18459671,1.36197324,2.667396166,1.845402665,2.035842098,1.636445587,1.824364462,-1.007901032,-5.333719394,1.440384158,0.357726636,0.809511842,1.112855643,2.438574405,1.413498683,1.15154933,1.960020994,0.791214735,1.069833349,-10.68716802,8.763985823,4.43209513,
Georgia,GEO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,6.31298855,5.212909577,3.513144991,3.802346549,10.97508433,1.410043178,1.802464904,5.549076519,7.867551067,6.591379527,5.335256753,6.170393955,6.803758599,6.582675931,3.698496958,4.407430051,1.141571357,3.389253869,4.530536384,4.025674941,-8.987244968,0.449324459,4.515580135,-7.438647121,-14.76515732,-21.65309529,-45.32510667,-29.84129006,-9.009992894,6.528767015,15.31019682,14.12142425,5.687769083,5.007586678,3.838100069,6.443911043,6.424463063,11.81131435,6.451674622,10.28800429,10.04357676,13.16775225,2.730182663,-2.790940254,7.010081978,8.225333646,7.203499771,3.927877437,4.392520535,2.864456604,2.844902055,4.828569855,4.883854929,5.162618817,-6.824432632,10.88570186,10.27776219,
Ghana,GHA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.555958662,1.647508773,1.927484006,-0.224810807,-1.059513365,-6.54964716,0.611065647,-2.040354203,3.405688022,6.850471431,2.363238165,-5.164146641,-0.011167447,3.817011273,-14.92636983,-6.276371891,-0.715938868,5.194088714,-5.498537385,-2.488376796,-6.250421772,-9.675017697,-7.497615895,5.729484665,2.71321041,2.787935316,2.311682469,3.029976823,2.427597421,0.689672245,2.647107903,1.333355891,2.316983125,0.892084667,1.736186137,2.227534068,1.777795764,2.20148382,1.884379706,1.122932344,1.270303419,1.667050975,2.382824942,2.818909276,3.120307425,3.62857797,1.663212531,6.37791278,2.219568023,5.267238029,11.30007269,6.636351702,4.712772226,0.409400947,-0.265332917,0.983231575,5.739078113,3.96954738,4.30597775,-1.541636526,2.987836412,1.098323143,
Gibraltar,GIB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.648677848,3.526418699,1.308696134,0.745224866,-1.443956375,-0.000934212,1.855265278,0.877458706,1.718979964,1.541535029,3.039952187,1.702365885,1.496338581,0.510408916,2.323605419,3.545380567,-0.995885505,0.184086182,0.97932874,-0.876468729,4.395643232,1.655245405,-3.505824317,2.268168037,3.034094546,3.353180362,1.437755267,1.153539503,1.212553188,7.987763805,7.508405646,3.697806526,2.970450896,2.317241011,1.391141551,2.226401544,
"Gambia, The",GMB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,-2.757806123,6.498621927,-0.462941015,3.133247021,-2.927395677,-2.661721508,6.046532247,2.779158931,9.091725753,4.125901516,0.259915075,2.992546679,-4.476602679,2.804921315,-0.052411227,-4.048783704,7.079488568,-0.134554273,-4.42306079,0.224509808,-1.419555725,0.461996226,1.775803632,-0.50976961,-0.977138988,-0.621627839,-0.616792228,-2.966273836,-2.064070168,-0.72670899,1.878692562,0.509372433,3.328758783,2.488102794,2.80288577,-5.968645508,3.865439346,3.997774412,-5.183078011,-3.514924306,-0.085561126,3.007368864,3.395701264,2.674353276,-10.93207644,2.034710374,-0.218687978,-4.296675102,1.097050489,-0.875473407,2.006307675,4.439494294,3.513793718,-1.953083669,1.661892082,1.784118703,
Guinea-Bissau,GNB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-4.369672615,6.116219777,-0.105867165,1.143161184,1.950196833,-1.251360682,-12.83644228,6.327041821,-1.391185588,-16.94974222,16.28024774,2.540778683,-4.922399209,7.408211911,2.560402616,-2.316903785,1.316612747,2.972681839,4.421535776,4.43126029,2.952751829,-1.770995547,-1.171127247,0.088136677,1.820421374,9.312237372,4.499167701,-29.41329087,-0.85040448,3.339174144,0.032697962,-3.164511267,-1.722778707,0.369297319,1.794629503,-0.177887243,0.665955184,0.578532049,0.745147817,1.939393521,5.277090605,-4.311528278,0.516852763,-1.673836418,3.428104905,3.619604132,3.368203928,-1.090777898,2.086875016,-4.596719957,1.538709655,1.295673323,
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.62573907,-3.8807514,-1.544822721,-4.984771549,6.822761065,-6.976342855,0.032088397,-1.344988519,-4.936883457,-5.373172979,-4.626387867,29.85579157,6.998986662,12.40042135,13.13914207,60.33710392,140.4800424,19.02503798,20.81129706,13.04533447,55.59033038,13.94287693,8.822883661,31.87428239,11.56814122,2.864359425,10.00944444,12.3343735,-3.386937691,-13.15442826,1.864593187,3.862160121,-8.010053955,-3.557707297,-12.60468504,-12.20283544,-9.033697437,-9.444845259,-8.582057,-7.357228417,-2.09316921,1.274193817,
Greece,GRC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,12.30979498,-0.231362329,11.43081233,9.013661857,10.25106144,5.711672987,4.812395862,6.508586932,11.15673445,8.317318962,7.374327142,9.446391372,7.602608093,-6.782085745,5.373057052,5.205082168,1.610302151,5.865271847,2.002457658,-0.306898868,-2.432461477,-1.740251974,-1.652402503,1.503671609,2.112294965,0.185738305,-2.585123608,3.909776912,3.259729888,-1.052232898,1.869834709,-0.066299518,-2.17715018,1.490558952,1.623824844,2.40984288,3.970082051,3.320699443,2.67810007,3.495563374,3.591652712,3.542622706,5.542361245,4.801378661,0.304568113,5.335601691,3.010984022,-0.59938979,-4.552117076,-5.599550191,-10.01628121,-6.582904449,-1.806551373,1.147211957,0.463652786,-0.072424584,1.29229029,1.874903163,1.986865767,-9.121627047,9.706769693,6.997744732,
Grenada,GRD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,5.910928029,6.232977311,-0.11107259,1.124732457,2.709101898,1.898275391,2.070320744,4.970237114,6.857475573,9.416261641,3.711127475,4.450633391,4.198485597,0.662945892,-2.109153777,-3.045997733,0.706919395,1.259912253,3.655291614,4.316047976,11.06846033,6.274922914,4.293373586,-2.481392947,3.155389422,8.951584591,-1.351434926,12.51795891,-4.630238587,5.423401868,0.271734915,-7.249058795,-1.200350709,-0.005969379,-2.002481988,1.44700905,6.407661874,5.543417928,2.88696863,3.613848425,3.575975753,-0.050317483,-14.41148694,3.89188358,5.659133386,
Greenland,GRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,11.14456574,3.759157601,5.280208862,4.638514055,0.443324334,5.746010905,9.483179544,6.447679469,4.01494748,7.377089858,-0.913783646,-5.347625298,2.265770795,-6.259164456,2.682173806,6.496777011,4.345640615,4.254659479,5.695173008,-12.19586644,0.066511142,-4.768523541,-4.855881783,5.35180564,3.170996427,1.348010103,1.28773187,7.565899781,1.377884445,6.911024645,0.999463557,-1.424258359,4.143053963,6.632323711,4.943236044,5.855030281,2.748781079,6.593978749,0.874906571,0.695314556,-0.470283635,1.536976945,-0.726861643,5.091927333,-2.214918882,4.547808581,0.077664774,0.890684741,2.462731594,-0.064784281,0.778869514,,
Guatemala,GTM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.280592759,0.540717686,6.386339304,1.648960347,1.428942427,2.594207523,1.293633479,5.898810138,2.059376016,3.090046341,3.0456551,4.816581903,4.327516637,3.964515612,-0.325594659,5.009461911,5.410429223,2.608521671,2.241326285,1.20354501,-1.927105349,-6.073412239,-5.182241878,-2.219224881,-3.309301597,-2.586193268,0.716620873,1.05583184,1.11368753,0.321449596,0.907587469,2.122476906,1.309862357,1.474719172,2.405489374,0.513474283,1.931911689,2.542652447,1.415353696,1.117529132,-0.096568126,1.48038852,0.348007859,0.968363113,1.152934092,3.238219371,4.25714893,1.321659783,-1.395470656,1.01189486,2.28579517,1.16050889,1.888642581,2.653911909,2.346295146,0.989365749,1.415648841,1.765136399,2.407414722,-3.273321968,6.415405552,2.629583197,
Guam,GUM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371784091,6.09185018,3.373803142,-3.795861033,0.663420001,2.058126101,0.527173492,2.061708278,-0.37183642,1.67778633,1.287430575,1.495953254,0.564587368,-0.037011602,0.734521662,-0.834568542,2.628136328,-11.71000085,0.285940325,,
Guyana,GUY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.735756402,-1.609111909,-14.52149757,8.689205959,8.118391018,3.16523152,2.486684012,-0.569300501,5.452012205,2.874472437,1.864497606,-4.401004096,0.152877455,6.558799947,7.335175437,0.463945033,-3.639302652,-2.729986762,-2.58008923,1.250959145,1.299600623,-13.18490122,-6.640667401,-4.739298419,2.841777089,-0.36378181,1.533827779,-3.026136713,-4.215378507,-2.317444682,6.488314348,7.627418831,7.857901069,8.191135345,4.732011034,7.685904878,5.950085956,-1.872186863,2.781265239,-1.498558663,2.177485651,1.064258426,-0.663450848,1.581783594,-1.858678755,5.315645839,7.452795433,2.075135496,4.010365433,4.601537788,5.719525983,5.313688445,3.174378166,1.186262665,0.165185137,3.252785926,3.168421418,1.480986515,3.606660366,43.75879921,18.96096928,62.5282912,
High income,HIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.030069436,4.400247,4.00473732,5.076010797,4.291871041,4.775172157,3.226831774,4.880806288,4.281843714,2.159230751,2.670308265,4.461047746,5.282526374,0.136865968,-0.965410167,4.280984786,3.130695538,3.371155726,3.218868285,0.467381603,1.139949328,-0.997243599,2.097155413,4.030654635,2.901195655,2.579572336,2.791140424,4.027586711,3.111534123,2.276301215,0.508640984,1.314301639,0.610745705,2.594765982,2.170715419,2.352273374,2.844768094,2.241148381,2.837464652,3.50698635,0.889957369,0.928367202,1.568213729,2.779169954,2.216463737,2.32206703,1.879046124,-0.285045739,-3.970693494,2.368761615,1.514912005,0.838187817,0.923147181,1.517718344,1.7920978,1.250342329,1.882859536,1.846264199,1.331119772,-4.57195961,5.661982903,2.530197964,
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,9.550414175,11.84816865,6.03381426,11.66931091,0.897412398,-0.932174166,1.224853208,9.580182612,6.583591726,5.004112246,8.511526608,9.15596003,-0.771095834,-1.395612732,14.71420554,10.12425112,6.317175151,5.623131258,7.207064813,6.724980627,1.363923348,4.378979295,8.898075905,-0.319436159,9.681177511,12.26261048,7.603404091,1.222942105,3.49745006,4.829066026,5.34663333,4.39250871,3.674872285,0.366555267,-0.267913521,4.228428822,-6.665010241,1.532234724,6.718483971,-0.177571175,1.207507059,3.259929993,7.855588896,6.92002738,6.347392774,5.553551807,1.518706829,-2.668887343,5.986411641,4.112173142,0.583765614,2.687934612,2.043139929,1.520022544,1.544534591,3.001473021,2.02719224,-2.396670725,-6.208755145,7.416672639,-2.595987112,
Honduras,HND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.062603503,2.743602371,0.61814807,2.400937975,5.908082508,2.347944155,2.941776687,3.53046724,-2.265765438,0.596515408,0.921467254,2.595182853,4.658804406,-4.056278107,-0.8745533,7.081673881,6.973754116,2.705596351,2.369950827,-2.469600061,-4.207532569,-4.998803714,-2.072788979,3.230348386,2.598440046,2.347944178,3.650542947,-1.07291143,-0.106280276,-0.047108483,-5.991768183,3.13868642,3.549574345,-2.555221795,3.268274426,-0.919810207,1.745487928,0.890268832,-3.322907091,4.400412323,0.002039928,1.06368067,1.905403435,3.620510732,3.510217463,4.082522846,3.786204233,1.950393632,-4.500621921,1.599903281,1.769563087,2.116986999,0.861032611,1.170430679,1.97813209,2.066839346,3.034580835,2.084618588,0.942197107,-10.43019024,10.81973307,2.457696882,
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,4.849040227,0.613169948,0.663629598,1.234878048,0.227647396,-0.765653667,1.697565211,2.047074238,1.675683218,1.720972891,-1.062585854,0.613582052,2.709088199,-0.731222866,1.277340093,1.201031579,-0.430435252,-2.222798353,-2.06914108,0.966928443,-1.79120453,-2.147255072,-1.567177287,-1.22579424,0.478719259,0.53349803,-1.62048844,-0.701229362,-2.969784753,-2.050145477,-3.726873395,-2.536052373,-2.870698536,2.080894932,2.154962891,2.562119946,0.564984323,0.164728963,-0.003640571,1.102933916,0.368282284,0.814017426,2.690378792,2.589939106,2.854131819,2.552778251,2.717254861,0.797241368,3.164139756,1.545604392,1.054072922,2.78983305,2.851417453,1.859169079,1.48246566,1.999008095,1.270558685,1.52185483,-2.4428401,1.391903125,2.032378841,
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.511768988,6.688578437,2.309806651,-0.426613164,3.976896871,7.165937208,5.758298219,5.5695736,4.150882105,4.173301296,5.052120958,5.097986009,2.02377257,-7.120409336,-1.018815391,0.262629793,-2.040946255,-0.119003006,-0.019187099,3.370931842,4.288081175,4.648482011,3.743125706,3.974293299,-8.194573488,18.73293447,6.992545209,
Haiti,HTI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-4.734056631,5.900869242,-3.624339805,-3.383830894,0.297532698,-2.371085249,-3.879084523,1.32348207,1.945667046,-1.158747567,4.567857871,-0.826703973,2.898132957,3.888672111,-0.730328628,6.408450172,1.731218704,4.157726995,5.46696128,5.278165741,-4.767272276,-5.491376289,-1.111668306,-1.701731025,-1.419656098,-2.519645671,-2.824800491,-1.859537763,-4.905512365,-1.021497424,-0.148457,-7.146038052,-7.230755374,-13.59904732,7.862875872,2.220588141,0.82870355,0.334608148,0.857909363,-0.955253581,-2.11657955,-0.696064318,1.711145544,-2.96130215,1.370751207,0.073155358,2.98893769,1.00245559,4.199388915,-6.727402233,3.921707912,-1.030951231,2.772632076,1.391457951,-0.049590688,0.386161159,1.097732862,0.293353843,-3.026509312,-4.55718544,-3.005803291,-2.848281313,
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.026235554,-0.462665222,3.088168307,1.630917597,0.254474202,3.351122678,4.142039817,3.36340038,4.750947823,4.313086327,5.039963844,4.372780362,5.237399909,4.501903256,4.108054129,0.432838011,1.180953199,-6.453066957,1.304958757,2.155897137,-0.738925918,2.083240769,4.513367768,3.954282613,2.503053362,4.549563298,5.496018792,4.911693525,-4.330016567,7.529706978,5.279300543,
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.018623949,1.256478479,2.209424049,5.578505748,3.641206528,3.104974562,1.785170774,3.576641287,5.349066326,5.272185911,3.893642692,4.259950433,4.834170745,3.384219234,2.657588842,4.035065488,2.659237307,2.23055017,2.858057345,3.271776892,0.692814063,0.945433158,-0.118406806,3.139283665,2.531825063,2.133908518,3.140677326,2.119747985,1.34809073,0.193283769,-0.452569148,0.129690189,2.2839607,2.149065706,2.550678242,4.049178507,3.929462548,1.339797878,2.453003443,4.625623627,2.413540841,3.391715705,4.782191524,6.474949265,6.045956352,7.179432461,7.886711955,4.851522269,1.758201777,6.742605795,5.301725986,4.341670443,4.087891037,3.686497501,3.354050532,3.54179175,4.250368645,4.033855341,3.148660553,-2.040480949,6.863793119,3.191715375,
IDA & IBRD total,IBT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.239017342,1.545765715,2.213174246,5.068098489,3.358723656,2.423722675,0.76389838,3.246024609,5.501077957,5.60969401,3.89723851,3.568420224,4.395171939,3.540601197,1.874027967,3.877895011,2.49796029,1.703147724,2.570057018,2.924158187,0.167540086,0.441354037,-0.585218324,2.588214021,2.329722814,1.852552338,2.810918155,2.022786981,1.092486742,0.213063401,-0.571817891,-0.036295749,1.784524765,1.681289561,2.273675486,3.745032283,3.54751183,1.161178823,2.12509146,4.173285385,2.165293154,3.145031568,4.380342327,6.086155353,5.652864417,6.669472634,7.300864246,4.462627896,1.624407847,6.26214873,4.787250681,3.87689844,3.817723728,3.469015944,2.993556765,3.133610546,3.820854336,3.628897247,2.759588263,-2.395901469,6.158097527,2.733940647,
IDA total,IDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.281357445,3.300234478,2.260484137,2.29021025,1.812830228,-1.499201134,-5.426068,1.206877311,6.64655986,7.942154095,3.945124434,-0.812760053,1.617174553,4.860902312,-3.169152018,3.073932548,1.709986308,-1.622675722,0.989154671,0.881494612,-3.290721049,-2.845602855,-3.605619036,-1.148555544,1.405914774,0.246046582,0.79416602,1.909563528,-0.268490258,1.431509643,-0.692031135,-0.429084243,-1.686278653,-1.528280194,0.97400888,2.228812459,1.182824103,0.920020567,0.429402684,1.338246662,1.585989563,2.740002981,2.362982114,4.186126368,3.7184113,3.60066046,3.465461794,2.651517884,2.69061812,3.719147724,1.754876981,1.080542052,3.037949963,3.289542615,1.255185991,1.062306232,1.707980806,2.061726759,1.625445176,-2.966853636,2.06516348,2.000776171,
IDA blend,IDB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.075441342,1.833053804,5.28795052,2.566793462,3.041601271,-2.786033518,-10.19929015,-0.301164335,12.76977814,14.88890361,7.77036504,1.379752654,2.879403232,5.570870046,-4.814264745,3.298083974,2.144161661,-3.445275846,2.704184553,1.941504487,-7.584078424,-4.329031227,-5.810790352,-1.195821435,2.991928178,-0.213853817,0.703136547,3.209283066,0.055896614,3.373255682,-0.886103443,0.40348329,-2.730443532,-1.725809259,-0.651474068,1.84225396,-0.671341425,0.068158685,-0.434768135,0.941752252,1.571906923,4.368363715,2.572851296,5.080594541,3.76457612,3.412567685,3.145002037,1.707245449,3.453567065,3.313193008,2.08562993,2.074569501,3.321030522,3.49273308,1.725248106,0.161065943,0.577892913,1.78450096,0.701150352,-3.422684527,2.9330728,2.015366175,
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.906606658,-0.916726948,-4.90316869,0.68371231,-1.399345362,0.405972819,-1.195251881,7.990359669,3.954771294,4.680545705,4.203649006,4.25651249,5.325798536,4.521951194,2.977198579,4.446606878,5.641112875,4.305796817,4.594021532,7.413628689,5.383028057,-0.08609188,2.053827171,4.511292578,0.324860778,3.678313998,2.998842922,3.659821957,5.826578191,5.334427875,4.931703684,4.6917396,4.730771665,5.779395066,6.465882892,6.086859407,3.034828082,-14.47565149,-0.709500929,3.412714204,2.192246975,3.073967172,3.387699837,3.702070327,4.368418667,4.139035441,4.959048418,4.642173598,3.306903941,4.902728579,4.844905701,4.70670292,4.284778457,3.796140768,3.717745469,3.926698091,4.017625608,4.162984291,4.039135657,-2.885094093,2.985108627,4.640376802,
IDA only,IDX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,4.61782144,-0.338183384,2.043751783,0.692854354,-0.302041992,-1.078396498,2.445564026,1.79160277,1.796570968,0.021138389,-3.293965003,0.112862427,3.922944612,-1.410060925,2.553325578,0.922801706,0.32373836,-1.211298897,-0.985751146,1.308401807,-1.595251051,-1.460482701,-1.183637995,-0.316883806,0.507106798,0.689694265,0.261779603,-0.822301441,-0.877599272,-0.666683016,-1.325419721,-0.505347049,-1.34704556,2.591925552,2.526631468,2.940302275,1.659235274,1.184791636,1.595932472,1.484529949,1.218995712,2.206856026,3.334999989,3.679579569,3.79644514,3.763294943,3.512646463,1.931551786,4.026540274,1.406266295,0.158941893,2.784091648,3.125732169,0.871424486,2.030697654,2.864730886,2.394037282,2.540803708,-2.499765342,1.360232782,2.022334372,
Isle of Man,IMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,0.612348351,18.57690079,8.402652294,10.01353079,5.103891703,2.484946053,0.287055108,0.030099047,2.01524393,3.43826603,3.774513288,6.911493916,7.388570221,12.0621473,12.26709809,4.054161006,4.246639006,5.119876943,4.971810979,4.213214051,4.915875436,6.608607939,6.344143261,3.752455348,0.969592019,2.273832959,1.368772356,7.319146958,4.381974833,5.465874906,-0.024726272,7.135576098,2.677808897,1.975479486,0.066159735,-8.958801922,,,
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.359574512,0.578972021,3.574901046,5.008485432,-4.788008238,-2.183001818,5.55485816,1.169729838,4.218131001,2.85855823,-0.585705894,-2.743920031,0.996135555,-1.074028888,6.733780786,-0.558062114,4.912095731,3.398876544,-7.321991041,4.349374093,3.62086273,1.162592174,4.892732989,1.497907949,2.914206593,2.460505288,1.691962091,7.259166023,3.673862559,3.297854066,-1.045105467,3.316865934,2.627465861,4.525133814,5.452945861,5.471108102,2.071873277,4.19892116,6.851333406,1.965952437,2.945319361,1.975907984,6.016520564,6.132606167,6.206011032,6.426044714,6.09362578,1.630780589,6.371709388,7.013174581,3.81807313,4.060823569,5.014611865,6.086180223,6.721067635,6.980989699,5.568333518,5.302408674,2.811873101,-6.72629208,8.184367717,6.512540292,
Not classified,INX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
